"agent","task","method","result","metric"
"TD-LSTM","SemEval 2014 Task 4 Sub Task 2","TD-LSTM","75.63","Restaurant (Acc)"
"TD-LSTM","SemEval 2014 Task 4 Sub Task 2","TD-LSTM","68.13","Laptop (Acc)"
"EDD-LG (shared)","SST-5 Fine-grained classification","EDD-LG (shared)","64.4","Accuracy"
"Suffix BiLSTM","SST-5 Fine-grained classification","Suffix BiLSTM","56.2","Accuracy"
"BCN+ELMo","SST-5 Fine-grained classification","BCN+ELMo","54.7","Accuracy"
"BCN+Char+CoVe","SST-5 Fine-grained classification","BCN+Char+CoVe","53.7","Accuracy"
"Bi-CAS-LSTM","SST-5 Fine-grained classification","Bi-CAS-LSTM","53.6","Accuracy"
"CNN-RNF-LSTM","SST-5 Fine-grained classification","CNN-RNF-LSTM","53.4","Accuracy"
"MEAN","SST-5 Fine-grained classification","MEAN","51.4","Accuracy"
"Bi-LSTM+2+5","SST-5 Fine-grained classification","Bi-LSTM+2+5","50.4","Accuracy"
"Epic","SST-5 Fine-grained classification","Epic","49.6","Accuracy"
"RNN-Capsule","SST-5 Fine-grained classification","RNN-Capsule","49.3","Accuracy"
"C-LSTM","SST-5 Fine-grained classification","C-LSTM","49.2","Accuracy"
"SWEM-concat","SST-5 Fine-grained classification","SWEM-concat","46.1","Accuracy"
"RNTN","SST-5 Fine-grained classification","RNTN","45.7","Accuracy"
"GRU-RNN-WORD2VEC","SST-5 Fine-grained classification","GRU-RNN-WORD2VEC","45.02","Accuracy"
"Joined Model Multi-tasking","SST-5 Fine-grained classification","Joined Model Multi-tasking","44.82","Accuracy"
"GloVe+Emo2Vec","SST-5 Fine-grained classification","GloVe+Emo2Vec","43.6","Accuracy"
"Emo2Vec","SST-5 Fine-grained classification","Emo2Vec","41.6","Accuracy"
"ULMFiT","Yelp Fine-grained classification","ULMFiT","29.98","Error"
"DPCNN","Yelp Fine-grained classification","DPCNN","30.58","Error"
"DRNN","Yelp Fine-grained classification","DRNN","30.85","Error"
"CNN","Yelp Fine-grained classification","CNN","32.39","Error"
"BiLSTM generalized pooling","Yelp Fine-grained classification","BiLSTM generalized pooling","33.45","Error"
"CCCapsNet","Yelp Fine-grained classification","CCCapsNet","34.15","Error"
"LEAM","Yelp Fine-grained classification","LEAM","35.91","Error"
"FastText","Yelp Fine-grained classification","FastText","36.1","Error"
"SWEM-hier","Yelp Fine-grained classification","SWEM-hier","36.21","Error"
"Char-level CNN","Yelp Fine-grained classification","Char-level CNN","37.95","Error"
"SVDCNN","Yelp Fine-grained classification","SVDCNN","46.80","Error"
"MT-DNN","SST-2 Binary classification","MT-DNN","95.6","Accuracy"
"CNN Large","SST-2 Binary classification","CNN Large","94.6","Accuracy"
"Block-sparse LSTM","SST-2 Binary classification","Block-sparse LSTM","93.2","Accuracy"
"bmLSTM","SST-2 Binary classification","bmLSTM","91.8","Accuracy"
"Bi-CAS-LSTM","SST-2 Binary classification","Bi-CAS-LSTM","91.3","Accuracy"
"CNN","SST-2 Binary classification","CNN","91.2","Accuracy"
"Transformer (finetune)","SST-2 Binary classification","Transformer (finetune)","90.9","Accuracy"
"BCN+Char+CoVe","SST-2 Binary classification","BCN+Char+CoVe","90.3","Accuracy"
"CNN-RNF-LSTM","SST-2 Binary classification","CNN-RNF-LSTM","90.0","Accuracy"
"Neural Semantic Encoder","SST-2 Binary classification","Neural Semantic Encoder","89.7","Accuracy"
"BLSTM-2DCNN","SST-2 Binary classification","BLSTM-2DCNN","89.5","Accuracy"
"C-LSTM","SST-2 Binary classification","C-LSTM","87.8","Accuracy"
"Standard DR-AGG","SST-2 Binary classification","Standard DR-AGG","87.6","Accuracy"
"USE_T+CNN (lrn w.e.) ","SST-2 Binary classification","USE_T+CNN (lrn w.e.) ","87.21","Accuracy"
"Reverse DR-AGG","SST-2 Binary classification","Reverse DR-AGG","87.2","Accuracy"
"DC-MCNN","SST-2 Binary classification","DC-MCNN","86.99","Accuracy"
"Capsule-B ","SST-2 Binary classification","Capsule-B ","86.8","Accuracy"
"RNTN","SST-2 Binary classification","RNTN","85.4","Accuracy"
"SWEM-concat","SST-2 Binary classification","SWEM-concat","84.3","Accuracy"
"GloVe+Emo2Vec","SST-2 Binary classification","GloVe+Emo2Vec","82.3","Accuracy"
"Emo2Vec","SST-2 Binary classification","Emo2Vec","81.2","Accuracy"
"ToWE-CBOW","SST-2 Binary classification","ToWE-CBOW","78.8","Accuracy"
"Joined Model Multi-tasking","SST-2 Binary classification","Joined Model Multi-tasking","54.72","Accuracy"
"LSTMs+CNNs ensemble with multiple conv. ops ","SemEval","LSTMs+CNNs ensemble with multiple conv. ops ","0.685","F1-score"
"Deep Bi-LSTM+attention","SemEval","Deep Bi-LSTM+attention","0.677","F1-score"
"ULMFiT","IMDb","ULMFiT","95.4","Accuracy"
"Block-sparse LSTM","IMDb","Block-sparse LSTM","94.99","Accuracy"
"oh-LSTM","IMDb","oh-LSTM","94.1","Accuracy"
"Virtual adversarial training","IMDb","Virtual adversarial training","94.1","Accuracy"
"seq2-bown-CNN","IMDb","seq2-bown-CNN","92.33","Accuracy"
"BCN+Char+CoVe","IMDb","BCN+Char+CoVe","91.8","Accuracy"
"ToWE-SG","IMDb","ToWE-SG","90.8","Accuracy"
"LSTM with dynamic skip","IMDb","LSTM with dynamic skip","90.1","Accuracy"
"CNN+LSTM","IMDb","CNN+LSTM","88.9","Accuracy"
"S-LSTM","IMDb","S-LSTM","87.15","Accuracy"
"Standard DR-AGG","IMDb","Standard DR-AGG","45.1","Accuracy"
"Reverse DR-AGG","IMDb","Reverse DR-AGG","44.5","Accuracy"
"MEAN","MR","MEAN","84.5","Accuracy"
"RNN-Capsule","MR","RNN-Capsule","83.8","Accuracy"
"Capsule-B ","MR","Capsule-B ","82.3","Accuracy"
"USE_T+CNN ","MR","USE_T+CNN ","81.59","Accuracy"
"GRU-RNN-WORD2VEC","MR","GRU-RNN-WORD2VEC","78.26","Accuracy"
"SWEM-concat","MR","SWEM-concat","78.2","Accuracy"
"Text GCN","MR","Text GCN","76.74","Accuracy"
"S-LSTM","MR","S-LSTM","76.2","Accuracy"
"SGCN","MR","SGCN","75.9","Accuracy"
"USE_T+DAN (w2v w.e.) ","MPQA","USE_T+DAN (w2v w.e.) ","88.14","Accuracy"
"DRNN","Amazon Review Polarity","DRNN","96.49","Accuracy"
"EXAM","Amazon Review Polarity","EXAM","95.5","Accuracy"
"SRNN","Amazon Review Polarity","SRNN","95.26","Accuracy"
"CCCapsNet","Amazon Review Polarity","CCCapsNet","94.96","Accuracy"
"FastText","Amazon Review Polarity","FastText","94.6","Accuracy"
"Gumbel+bi-leaf-RNN","Amazon Review Polarity","Gumbel+bi-leaf-RNN","88.1","Accuracy"
"DRNN","Amazon Review Full","DRNN","64.43","Accuracy"
"EXAM","Amazon Review Full","EXAM","61.9","Accuracy"
"SRNN","Amazon Review Full","SRNN","61.65","Accuracy"
"CCCapsNet","Amazon Review Full","CCCapsNet","60.95","Accuracy"
"FastText","Amazon Review Full","FastText","60.2","Accuracy"
"Gumbel+bi-leaf-RNN","Amazon Review Full","Gumbel+bi-leaf-RNN","49.7","Accuracy"
"ULMFiT","Yelp Binary classification","ULMFiT","2.16","Error"
"DPCNN","Yelp Binary classification","DPCNN","2.64","Error"
"DRNN","Yelp Binary classification","DRNN","2.73","Error"
"CNN","Yelp Binary classification","CNN","2.90","Error"
"Block-sparse LSTM","Yelp Binary classification","Block-sparse LSTM","3.27","Error"
"CCCapsNet","Yelp Binary classification","CCCapsNet","3.52","Error"
"M-ACNN","Yelp Binary classification","M-ACNN","3.89","Error"
"SRNN","Yelp Binary classification","SRNN","3.96","Error"
"SWEM-hier","Yelp Binary classification","SWEM-hier","4.19","Error"
"FastText","Yelp Binary classification","FastText","4.3","Error"
"LEAM","Yelp Binary classification","LEAM","4.69","Error"
"SVDCNN","Yelp Binary classification","SVDCNN","4.74","Error"
"Char-level CNN","Yelp Binary classification","Char-level CNN","4.88","Error"
"Distributional Correspondence Indexing","Multi-Domain Sentiment Dataset","Distributional Correspondence Indexing","81.00","DVD"
"Distributional Correspondence Indexing","Multi-Domain Sentiment Dataset","Distributional Correspondence Indexing","81.4","Books"
"Distributional Correspondence Indexing","Multi-Domain Sentiment Dataset","Distributional Correspondence Indexing","8506","Electronics"
"Distributional Correspondence Indexing","Multi-Domain Sentiment Dataset","Distributional Correspondence Indexing","85.9","Kitchen"
"Distributional Correspondence Indexing","Multi-Domain Sentiment Dataset","Distributional Correspondence Indexing","83.30","Average"
"Multi-task tri-training","Multi-Domain Sentiment Dataset","Multi-task tri-training","78.14","DVD"
"Multi-task tri-training","Multi-Domain Sentiment Dataset","Multi-task tri-training","74.86","Books"
"Multi-task tri-training","Multi-Domain Sentiment Dataset","Multi-task tri-training","81.45","Electronics"
"Multi-task tri-training","Multi-Domain Sentiment Dataset","Multi-task tri-training","82.14","Kitchen"
"Multi-task tri-training","Multi-Domain Sentiment Dataset","Multi-task tri-training","79.15","Average"
"VFAE","Multi-Domain Sentiment Dataset","VFAE","76.57","DVD"
"VFAE","Multi-Domain Sentiment Dataset","VFAE","73.40","Books"
"VFAE","Multi-Domain Sentiment Dataset","VFAE","80.53","Electronics"
"VFAE","Multi-Domain Sentiment Dataset","VFAE","82.93","Kitchen"
"VFAE","Multi-Domain Sentiment Dataset","VFAE","78.36","Average"
"Asymmetric tri-training","Multi-Domain Sentiment Dataset","Asymmetric tri-training","76.17","DVD"
"Asymmetric tri-training","Multi-Domain Sentiment Dataset","Asymmetric tri-training","72.97","Books"
"Asymmetric tri-training","Multi-Domain Sentiment Dataset","Asymmetric tri-training","80.47","Electronics"
"Asymmetric tri-training","Multi-Domain Sentiment Dataset","Asymmetric tri-training","83.97","Kitchen"
"Asymmetric tri-training","Multi-Domain Sentiment Dataset","Asymmetric tri-training","78.39","Average"
"DANN","Multi-Domain Sentiment Dataset","DANN","75.40","DVD"
"DANN","Multi-Domain Sentiment Dataset","DANN","71.43","Books"
"DANN","Multi-Domain Sentiment Dataset","DANN","77.67","Electronics"
"DANN","Multi-Domain Sentiment Dataset","DANN","80.53","Kitchen"
"DANN","Multi-Domain Sentiment Dataset","DANN","76.26","Average"
"fastText","Sogou News","fastText","96.8","Accuracy"
"Block-sparse LSTM","CR","Block-sparse LSTM","92.2","Accuracy"
"USE_T+CNN (w2v w.e.) ","CR","USE_T+CNN (w2v w.e.) ","87.45","Accuracy"
"Capsule-B ","CR","Capsule-B ","85.1","Accuracy"
"jPTDP","Penn Treebank","jPTDP","97.97","POS"
"jPTDP","Penn Treebank","jPTDP","94.51","UAS"
"jPTDP","Penn Treebank","jPTDP","92.87","LAS"
"Andor et al.","Penn Treebank","Andor et al.","97.44","POS"
"Andor et al.","Penn Treebank","Andor et al.","94.61","UAS"
"Andor et al.","Penn Treebank","Andor et al.","92.79","LAS"
"Weiss et al.","Penn Treebank","Weiss et al.","97.44","POS"
"Weiss et al.","Penn Treebank","Weiss et al.","93.99","UAS"
"Weiss et al.","Penn Treebank","Weiss et al.","92.05","LAS"
"Deep Biaffine","Penn Treebank","Deep Biaffine","97.3","POS"
"Deep Biaffine","Penn Treebank","Deep Biaffine","95.44","UAS"
"Deep Biaffine","Penn Treebank","Deep Biaffine","93.76","LAS"
"Distilled neural FOG","Penn Treebank","Distilled neural FOG","97.3","POS"
"Distilled neural FOG","Penn Treebank","Distilled neural FOG","94.26","UAS"
"Distilled neural FOG","Penn Treebank","Distilled neural FOG","92.06","LAS"
"BIST transition-based parser","Penn Treebank","BIST transition-based parser","97.3","POS"
"BIST transition-based parser","Penn Treebank","BIST transition-based parser","93.9","UAS"
"BIST transition-based parser","Penn Treebank","BIST transition-based parser","91.9","LAS"
"Arc-hybrid","Penn Treebank","Arc-hybrid","97.3","POS"
"Arc-hybrid","Penn Treebank","Arc-hybrid","93.56","UAS"
"Arc-hybrid","Penn Treebank","Arc-hybrid","91.42","LAS"
"BIST graph-based parser","Penn Treebank","BIST graph-based parser","97.3","POS"
"BIST graph-based parser","Penn Treebank","BIST graph-based parser","93.1","UAS"
"BIST graph-based parser","Penn Treebank","BIST graph-based parser","91.0","LAS"
"CVT + Multi-Task","Penn Treebank","CVT + Multi-Task","96.61","UAS"
"CVT + Multi-Task","Penn Treebank","CVT + Multi-Task","95.02","LAS"
"BiLSTM-CRF","GENIA - LAS","BiLSTM-CRF","91.92","F1"
"SciBERT (SciVocab)","GENIA - LAS","SciBERT (SciVocab)","91.41","F1"
"SciBERT (Base Vocab)","GENIA - LAS","SciBERT (Base Vocab)","91.26","F1"
"BiLSTM-CRF","GENIA - UAS","BiLSTM-CRF","92.84","F1"
"SciBERT (SciVocab)","GENIA - UAS","SciBERT (SciVocab)","92.46","F1"
"SciBERT (Base Vocab)","GENIA - UAS","SciBERT (Base Vocab)","92.32","F1"
"BiLSTM-JOINT","FCE","BiLSTM-JOINT","52.07","F0.5"
"Ann+PAT+MT","FCE","Ann+PAT+MT","49.11","F0.5"
"Bi-LSTM + LMcost","FCE","Bi-LSTM + LMcost","48.48","F0.5"
"Bi-LSTM + err POS GR ","FCE","Bi-LSTM + err POS GR ","47.7","F0.5"
"Bi-LSTM + charattn","FCE","Bi-LSTM + charattn","41.88","F0.5"
"Bi-LSTM","FCE","Bi-LSTM","41.1","F0.5"
"BiLSTM-JOINT (trained on FCE)","JFLEG","BiLSTM-JOINT (trained on FCE)","52.52","F0.5"
"Bi-LSTM + POS (unrestricted data)","CoNLL-2014 A2","Bi-LSTM + POS (unrestricted data)","45.1","F0.5"
"Bi-LSTM (unrestricted data)","CoNLL-2014 A2","Bi-LSTM (unrestricted data)","44.0","F0.5"
"Ann+PAT+MT","CoNLL-2014 A2","Ann+PAT+MT","30.13","F0.5"
"BiLSTM-JOINT (trained on FCE)","CoNLL-2014 A2","BiLSTM-JOINT (trained on FCE)","29.65","F0.5"
"Bi-LSTM + POS (trained on FCE)","CoNLL-2014 A2","Bi-LSTM + POS (trained on FCE)","26.2","F0.5"
"Bi-LSTM + LMcost (trained on FCE)","CoNLL-2014 A2","Bi-LSTM + LMcost (trained on FCE)","25.88","F0.5"
"Bi-LSTM (trained on FCE)","CoNLL-2014 A2","Bi-LSTM (trained on FCE)","23.9","F0.5"
"Bi-LSTM + POS (unrestricted data)","CoNLL-2014 A1","Bi-LSTM + POS (unrestricted data)","36.1","F0.5"
"Bi-LSTM (unrestricted data)","CoNLL-2014 A1","Bi-LSTM (unrestricted data)","34.3","F0.5"
"BiLSTM-JOINT (trained on FCE)","CoNLL-2014 A1","BiLSTM-JOINT (trained on FCE)","22.14","F0.5"
"Ann+PAT+MT","CoNLL-2014 A1","Ann+PAT+MT","21.87","F0.5"
"Bi-LSTM + LMcost (trained on FCE)","CoNLL-2014 A1","Bi-LSTM + LMcost (trained on FCE)","17.86","F0.5"
"Bi-LSTM + POS (trained on FCE)","CoNLL-2014 A1","Bi-LSTM + POS (trained on FCE)","17.5","F0.5"
"Bi-LSTM (trained on FCE)","CoNLL-2014 A1","Bi-LSTM (trained on FCE)","16.4","F0.5"
"SMT + BiGRU","Restricted","SMT + BiGRU","72.04","F0.5"
"CNN Seq2Seq + Quality Estimation","Restricted","CNN Seq2Seq + Quality Estimation","56.52","F0.5"
"SMT + BiGRU","Restricted","SMT + BiGRU","56.25","F0.5"
"Transformer","Restricted","Transformer","55.8","F0.5"
"CNN Seq2Seq","Restricted","CNN Seq2Seq","54.79","F0.5"
"CNN Seq2Seq","Restricted","CNN Seq2Seq","70.14","F0.5"
"CNN Seq2Seq + Fluency Boost","Unrestricted","CNN Seq2Seq + Fluency Boost","76.88","F0.5"
"CNN Seq2Seq + Fluency Boost","Unrestricted","CNN Seq2Seq + Fluency Boost","61.34","F0.5"
"CNN Seq2Seq + Fluency Boost and inference","Unrestricted","CNN Seq2Seq + Fluency Boost and inference","62.37","GLEU"
"SMT + BiGRU","_Restricted_","SMT + BiGRU","61.50","GLEU"
"Transformer","_Restricted_","Transformer","59.9","GLEU"
"CNN Seq2Seq","_Restricted_","CNN Seq2Seq","57.47","GLEU"
"Exact Set Matching","spider","Exact Set Matching","19.7","Accuracy"
"GenSen","SentEval","GenSen","0.888","SICK-R"
"GenSen","SentEval","GenSen","87.8","SICK-E"
"InferSent","SentEval","InferSent","0.884","SICK-R"
"InferSent","SentEval","InferSent","86.3","SICK-E"
"USE_T","STS Benchmark","USE_T","0.782","Pearson Correlation"
"LISA + ELMo","CoNLL 2005","LISA + ELMo","86.90","F1"
"He et al. 2018 + ELMo","CoNLL 2005","He et al. 2018 + ELMo","86.0","F1"
"LISA","CoNLL 2005","LISA","84.99","F1"
"He et al. 2018","CoNLL 2005","He et al. 2018","82.5","F1"
"LISA + ELMo","CoNLL 2012","LISA + ELMo","83.38","F1"
"He et al. 2018 + ELMo","CoNLL 2012","He et al. 2018 + ELMo","82.9","F1"
"LISA","CoNLL 2012","LISA","82.33","F1"
"He et al. 2018","CoNLL 2012","He et al. 2018","79.8","F1"
"LISA","CoNLL 2012","LISA","97.2","F1"
"LISA","CoNLL 2005","LISA","98.4","F1"
"DeepSRL","CoNLL 2005","DeepSRL","96.4","F1"
"BiLSTM-Span (Ensemble)","OntoNotes","BiLSTM-Span (Ensemble)","87.0","F1"
"BiLSTM-Span","OntoNotes","BiLSTM-Span","86.2","F1"
"Li et al.","OntoNotes","Li et al.","86.0","F1"
"He et al.,","OntoNotes","He et al.,","85.5","F1"
"(He et al., 2017) + ELMo","OntoNotes","(He et al., 2017) + ELMo","84.6","F1"
"Tan et al.","OntoNotes","Tan et al.","82.7","F1"
"He et al.","OntoNotes","He et al.","82.1","F1"
"He et al.","OntoNotes","He et al.","81.7","F1"
"BiLSTM-Span (Ensemble)","CoNLL 2005","BiLSTM-Span (Ensemble)","88.5","F1"
"Li et al.","CoNLL 2005","Li et al.","87.7","F1"
"BiLSTM-Span","CoNLL 2005","BiLSTM-Span","87.6","F1"
"LISA","CoNLL 2005","LISA","86.04","F1"
"MoNoise","LexNorm","MoNoise","87.63","Accuracy"
"Syllable based","LexNorm","Syllable based","86.08","Accuracy"
"unLOL","LexNorm","unLOL","82.06","Accuracy"
"Joint POS + Norm in a Viterbi decoding","LexNorm","Joint POS + Norm in a Viterbi decoding","87.58","Accuracy"
"DialogueRNN","IEMOCAP","DialogueRNN","64.5","F1"
"ICON","IEMOCAP","ICON","63.5","F1"
"CMN","IEMOCAP","CMN","56.13","F1"
"CHFusion","IEMOCAP","CHFusion","55.3","F1"
"bc-LSTM","Monologue","bc-LSTM","74.10","Accuracy"
"SPG"," CUB-200-2011","SPG","53.36","Top-1 Error Rate"
"SPG"," CUB-200-2011","SPG","42.28","Top-5 Error"
"SPG","ILSVRC 2015","SPG","51.40","Top-1 Error Rate"
"SPG","ILSVRC 2016","SPG","40.00","Top-5 Error"
"VoxelNet","KITTI Cars Easy","VoxelNet","89.35","AP"
"Frustum PointNets","KITTI Cars Easy","Frustum PointNets","88.70","AP"
"Frustum PointNets","KITTI Pedestrians Easy","Frustum PointNets","58.09","AP"
"VoxelNet","KITTI Pedestrians Easy","VoxelNet","46.13","AP"
"Frustum PointNets","KITTI Pedestrians Hard","Frustum PointNets","47.20","AP"
"VoxelNet","KITTI Pedestrians Hard","VoxelNet","38.11","AP"
"Frustum PointNets","KITTI Cyclists Hard","Frustum PointNets","54.68","AP"
"VoxelNe","KITTI Cyclists Hard","VoxelNe","50.55","AP"
"VoxelNet","KITTI Cars Hard","VoxelNet","77.39","AP"
"Frustum PointNets","KITTI Cars Hard","Frustum PointNets","75.33","AP"
"Frustum PointNets","KITTI Cyclists Moderate","Frustum PointNets","61.96","AP"
"VoxelNet","KITTI Cyclists Moderate","VoxelNet","54.76","AP"
"Frustum PointNets","KITTI Pedestrians Moderate","Frustum PointNets","50.22","AP"
"VoxelNet","KITTI Pedestrians Moderate","VoxelNet","40.74","AP"
"Frustum PointNets","KITTI Cyclists Easy","Frustum PointNets","75.38","AP"
"VoxelNet","KITTI Cyclists Easy","VoxelNet","66.70","AP"
"Frustum PointNets","KITTI Cars Moderate","Frustum PointNets","84.00","AP"
"VoxelNet","KITTI Cars Moderate","VoxelNet","79.26","AP"
"IIC","COCO-Stuff-15","IIC","27.7","Accuracy"
"IIC","COCO-Stuff-3","IIC","72.3","Accuracy"
"IIC","Potsdam","IIC","65.1","Accuracy"
"IIC","Potsdam-3","IIC","45.4","Accuracy"
"3DMV","ScanNet","3DMV","75.0","Average Accuracy"
"PointNet++","ScanNet","PointNet++","60.2","Average Accuracy"
"DeepLab-LargeFOV","SUN-RGBD","DeepLab-LargeFOV","32.08","Mean IoU"
"SegNet","SUN-RGBD","SegNet","31.84","Mean IoU"
"FCN","SUN-RGBD","FCN","27.39","Mean IoU"
"PSPNet","CamVid","PSPNet","69.1","mIoU"
"PSPNet","CamVid","PSPNet","185","Time (ms)"
"PSPNet","CamVid","PSPNet","5.4","Frame (fps)"
"BiSeNet","CamVid","BiSeNet","68.7","mIoU"
"ICNet","CamVid","ICNet","67.1","mIoU"
"ICNet","CamVid","ICNet","36","Time (ms)"
"ICNet","CamVid","ICNet","27.8","Frame (fps)"
"Dilation10","CamVid","Dilation10","65.3","mIoU"
"Dilation10","CamVid","Dilation10","227","Time (ms)"
"Dilation10","CamVid","Dilation10","4.4","Frame (fps)"
"DeepLab","CamVid","DeepLab","61.6","mIoU"
"DeepLab","CamVid","DeepLab","203","Time (ms)"
"DeepLab","CamVid","DeepLab","4.9","Frame (fps)"
"SegNet","CamVid","SegNet","46.4","mIoU"
"SegNet","CamVid","SegNet","217","Time (ms)"
"SegNet","CamVid","SegNet","4.6","Frame (fps)"
"PSPNet","Cityscapes","PSPNet","81.2","mIoU"
"PSPNet","Cityscapes","PSPNet","1288","Time (ms)"
"PSPNet","Cityscapes","PSPNet","0.78","Frame (fps)"
"SwiftNetRN-18","Cityscapes","SwiftNetRN-18","75.5","mIoU"
"SwiftNetRN-18","Cityscapes","SwiftNetRN-18","39.9","Frame (fps)"
"BiSeNet","Cityscapes","BiSeNet","74.7","mIoU"
"BiSeNet","Cityscapes","BiSeNet","65.5","Frame (fps)"
"FRRN","Cityscapes","FRRN","71.8","mIoU"
"FRRN","Cityscapes","FRRN","469","Time (ms)"
"FRRN","Cityscapes","FRRN","2.1","Frame (fps)"
"ICNet","Cityscapes","ICNet","70.6","mIoU"
"ICNet","Cityscapes","ICNet","33","Time (ms)"
"ICNet","Cityscapes","ICNet","30.3","Frame (fps)"
"Dilation10","Cityscapes","Dilation10","67.1","mIoU"
"Dilation10","Cityscapes","Dilation10","4000","Time (ms)"
"Dilation10","Cityscapes","Dilation10","0.25","Frame (fps)"
"FCN","Cityscapes","FCN","65.3","mIoU"
"FCN","Cityscapes","FCN","500","Time (ms)"
"FCN","Cityscapes","FCN","2","Frame (fps)"
"DeepLab","Cityscapes","DeepLab","63.1","mIoU"
"DeepLab","Cityscapes","DeepLab","4000","Time (ms)"
"DeepLab","Cityscapes","DeepLab","0.25","Frame (fps)"
"CRF-RNN","Cityscapes","CRF-RNN","62.5","mIoU"
"CRF-RNN","Cityscapes","CRF-RNN","700","Time (ms)"
"CRF-RNN","Cityscapes","CRF-RNN","1.4","Frame (fps)"
"ENet","Cityscapes","ENet","58.3","mIoU"
"SegNet","Cityscapes","SegNet","57.0","mIoU"
"SegNet","Cityscapes","SegNet","60","Time (ms)"
"SegNet","Cityscapes","SegNet","16.7","Frame (fps)"
"Dilated FCN-2s RGB","NYU Depth v2","Dilated FCN-2s RGB","32.3","Mean IoU"
"DeepLabv3+ (Xception-JFT)","PASCAL VOC 2012","DeepLabv3+ (Xception-JFT)","89.0","Mean IoU"
"DeepLabv3-JFT","PASCAL VOC 2012","DeepLabv3-JFT","86.9","Mean IoU"
"Smooth Network with Channel Attention Block","PASCAL VOC 2012","Smooth Network with Channel Attention Block","86.2","Mean IoU"
"EncNet","PASCAL VOC 2012","EncNet","85.9","Mean IoU"
"PSPNet","PASCAL VOC 2012","PSPNet","85.4","Mean IoU"
"ResNet-38 MS COCO","PASCAL VOC 2012","ResNet-38 MS COCO","84.9","Mean IoU"
"Multipath-RefineNet","PASCAL VOC 2012","Multipath-RefineNet","84.2","Mean IoU"
"Large Kernel Matters","PASCAL VOC 2012","Large Kernel Matters","83.6","Mean IoU"
"TuSimple","PASCAL VOC 2012","TuSimple","83.1","Mean IoU"
"DeepLab-CRF (ResNet-101)","PASCAL VOC 2012","DeepLab-CRF (ResNet-101)","79.7","Mean IoU"
"Deeplab-v2 with Lovasz-Softmax loss","PASCAL VOC 2012","Deeplab-v2 with Lovasz-Softmax loss","79.00","Mean IoU"
"ImageNet+JFT-300M Initialization","PASCAL VOC 2012","ImageNet+JFT-300M Initialization","76.5","Mean IoU"
"CRF-RNN","PASCAL VOC 2012","CRF-RNN","74.7","Mean IoU"
"DeepLab-MSc-CRF-LargeFOV","PASCAL VOC 2012","DeepLab-MSc-CRF-LargeFOV","71.6","Mean IoU"
"ParseNet","PASCAL VOC 2012","ParseNet","69.8","Mean IoU"
"Dilated FCN-2s VGG19","PASCAL VOC 2012","Dilated FCN-2s VGG19","69","Mean IoU"
"Dilated Convolutions","PASCAL VOC 2012","Dilated Convolutions","67.6","Mean IoU"
"FCN","PASCAL VOC 2012","FCN","67.2","Mean IoU"
"PSPNet","ADE20K","PSPNet","44.94","Validation mIoU"
"PSPNet","ADE20K","PSPNet","0.5538","Test Score"
"EncNet","ADE20K","EncNet","44.65","Validation mIoU"
"EncNet","ADE20K","EncNet","0.5567","Test Score"
"EncNet + JPU","ADE20K","EncNet + JPU","44.34","Validation mIoU"
"EncNet + JPU","ADE20K","EncNet + JPU","0.5584","Test Score"
