"name","link","description","date"
"300D SPINN-PI encoders","http://arxiv.org/abs/1603.06021v3","A Fast Unified Model for Parsing and Sentence Understanding","2016-03-19"
"300D Tree-based CNN encoders","http://arxiv.org/abs/1512.08422v3","Natural Language Inference by Tree-Based Convolution and Heuristic Matching","2015-12-28"
"1024D GRU encoders w unsupervised skip-thoughts pre-training","http://arxiv.org/abs/1511.06361v6","Order-Embeddings of Images and Language","2015-11-19"
"300D LSTM encoders","http://arxiv.org/abs/1603.06021v3","A Fast Unified Model for Parsing and Sentence Understanding","2016-03-19"
"+ Unigram and bigram features","http://arxiv.org/abs/1508.05326v1","A large annotated corpus for learning natural language inference","2015-08-21"
"100D LSTM encoders","http://arxiv.org/abs/1508.05326v1","A large annotated corpus for learning natural language inference","2015-08-21"
"Unlexicalized features","http://arxiv.org/abs/1508.05326v1","A large annotated corpus for learning natural language inference","2015-08-21"
"LSTM","http://arxiv.org/abs/1612.02130v2","Predictive Business Process Monitoring with LSTM Neural Networks","2016-12-07"
"Up-Down","http://arxiv.org/abs/1707.07998v3","Bottom-Up and Top-Down Attention for Image Captioning and Visual Question Answering","2017-07-25"
"HDU-USYD-UNCC","http://arxiv.org/abs/1505.00468v7","VQA: Visual Question Answering","2015-05-03"
"DLAIT","http://arxiv.org/abs/1505.00468v7","VQA: Visual Question Answering","2015-05-03"
"MCB","http://arxiv.org/abs/1612.00837v3","Making the V in VQA Matter: Elevating the Role of Image Understanding in Visual Question Answering","2016-12-02"
"d-LSTM+nI","http://arxiv.org/abs/1612.00837v3","Making the V in VQA Matter: Elevating the Role of Image Understanding in Visual Question Answering","2016-12-02"
"CMN","http://arxiv.org/abs/1611.09978v1","Modeling Relationships in Referential Expressions with Compositional Modular Networks","2016-11-30"
"MCB+Att.","http://arxiv.org/abs/1606.01847v3","Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding","2016-06-06"
"MCB 7 att.","http://arxiv.org/abs/1606.01847v3","Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding","2016-06-06"
"joint-loss","http://arxiv.org/abs/1606.03647v2","Training Recurrent Answering Units with Joint Loss Minimization for VQA","2016-06-12"
"MRN","http://arxiv.org/abs/1606.01455v2","Multimodal Residual Learning for Visual QA","2016-06-05"
"HQI+ResNet","http://arxiv.org/abs/1606.00061v5","Hierarchical Question-Image Co-Attention for Visual Question Answering","2016-05-31"
"FDA","http://arxiv.org/abs/1604.01485v1","A Focused Dynamic Attention Model for Visual Question Answering","2016-04-06"
"LSTM Q+I","http://arxiv.org/abs/1505.00468v7","VQA: Visual Question Answering","2015-05-03"
"iBOWIMG baseline","http://arxiv.org/abs/1512.02167v2","Simple Baseline for Visual Question Answering","2015-12-07"
"Graph VQA","http://arxiv.org/abs/1609.05600v2","Graph-Structured Representations for Visual Question Answering","2016-09-19"
"Dualnet ensemble","http://arxiv.org/abs/1505.00468v7","VQA: Visual Question Answering","2015-05-03"
"LSTM + global features","http://arxiv.org/abs/1505.00468v7","VQA: Visual Question Answering","2015-05-03"
"LSTM blind","http://arxiv.org/abs/1505.00468v7","VQA: Visual Question Answering","2015-05-03"
"N2NMN","http://arxiv.org/abs/1704.05526v3","Learning to Reason: End-to-End Module Networks for Visual Question Answering","2017-04-18"
"MRN + global features","http://arxiv.org/abs/1606.01455v2","Multimodal Residual Learning for Visual QA","2016-06-05"
"CNN-RNN","http://arxiv.org/abs/1603.02814v2","Image Captioning and Visual Question Answering Based on Attributes and External Knowledge","2016-03-09"
"SAN","http://arxiv.org/abs/1511.02274v2","Stacked Attention Networks for Image Question Answering","2015-11-07"
"SMem-VQA","http://arxiv.org/abs/1511.05234v2","Ask, Attend and Answer: Exploring Question-Guided Spatial Attention for Visual Question Answering","2015-11-17"
"Denoising QA","https://aclanthology.coli.uni-saarland.de/papers/P18-1161/p18-1161","Denoising Distantly Supervised Open-Domain Question Answering","2018-07-01"
"DecaProp","http://arxiv.org/abs/1811.04210v2","Densely Connected Attention Propagation for Reading Comprehension","2018-11-10"
"R^3","","",""
"GA","http://arxiv.org/abs/1606.01549v3","Gated-Attention Readers for Text Comprehension","2016-06-05"
"BiDAF","http://arxiv.org/abs/1611.01603v6","Bidirectional Attention Flow for Machine Comprehension","2016-11-05"
"Bi-Attention + DCU-LSTM","https://aclanthology.coli.uni-saarland.de/papers/D18-1238/d18-1238","Multi-Granular Sequence Encoding via Dilated Compositional Units for Reading Comprehension","2018-10-01"
"AMANDA","http://arxiv.org/abs/1801.08290v1","A Question-Focused Multi-Factor Attention Network for Question Answering","2018-01-25"
"Focused Hierarchical RNN","http://arxiv.org/abs/1806.04342v1","Focused Hierarchical RNNs for Conditional Sequence Processing","2018-06-12"
"ASR","http://arxiv.org/abs/1603.01547v2","Text Understanding with the Attention Sum Reader Network","2016-03-04"
"HyperQA","http://arxiv.org/abs/1707.07847v3","Hyperbolic Representation Learning for Fast and Efficient Neural Question Answering","2017-07-25"
"PWIN","https://aclanthology.coli.uni-saarland.de/papers/N16-1108/n16-1108","Pairwise Word Interaction Modeling with Deep Neural Networks for Semantic Similarity Measurement","2016-06-01"
"aNMM","http://arxiv.org/abs/1801.01641v1","aNMM: Ranking Short Answer Texts with Attention-Based Neural Matching Model","2018-01-05"
"CNN","http://arxiv.org/abs/1412.1632v1","Deep Learning for Answer Sentence Selection","2014-12-04"
"Gated-Attention Reader","https://aclanthology.coli.uni-saarland.de/papers/N18-1140/n18-1140","CliCR: a Dataset of Clinical Case Reports for Machine Reading Comprehension","2018-06-01"
"Stanford Attentive Reader","https://aclanthology.coli.uni-saarland.de/papers/N18-1140/n18-1140","CliCR: a Dataset of Clinical Case Reports for Machine Reading Comprehension","2018-06-01"
"Memory Networks (ensemble)","http://arxiv.org/abs/1506.02075v1","Large-scale Simple Question Answering with Memory Networks","2015-06-05"
"BERT (ensemble)","http://arxiv.org/abs/1810.04805v1","BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding","2018-10-11"
"nlnet (ensemble)","","",""
"BERT (single model)","http://arxiv.org/abs/1810.04805v1","BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding","2018-10-11"
"QANet (ensemble)","","",""
"r-net (ensemble)","","",""
"MARS (ensemble)","","",""
"nlnet (single model)","","",""
"MARS (single model)","","",""
"Reinforced Mnemonic Reader + A2D (ensemble model)","","",""
"r-net+ (ensemble)","","",""
"Hybrid AoA Reader (ensemble)","","",""
"QANet (single)","","",""
"SLQA+ (ensemble)","","",""
"Reinforced Mnemonic Reader (ensemble model)","http://arxiv.org/abs/1705.02798v6","Reinforced Mnemonic Reader for Machine Reading Comprehension","2017-05-08"
"QANet (single model)","","",""
"AttentionReader+ (ensemble)","","",""
"MMIPN","","",""
"Reinforced Mnemonic Reader + A2D (single model)","","",""
"KACTEIL-MRC(GF-Net+) (ensemble)","","",""
"Reinforced Mnemonic Reader + A2D + DA (single model)","","",""
"r-net (single model)","","",""
"BiDAF + Self Attention + ELMo (ensemble)","http://arxiv.org/abs/1802.05365v2","Deep contextualized word representations","2018-02-15"
"AVIQA+ (ensemble)","","",""
"SLQA+","","",""
"{EAZI} (ensemble)","","",""
"EAZI+ (ensemble)","","",""
"DNET (ensemble)","","",""
"Hybrid AoA Reader (single model)","","",""
"BiDAF + Self Attention + ELMo + A2D (single model)","","",""
"r-net+ (single model)","","",""
"MAMCN+ (single model)","https://aclanthology.coli.uni-saarland.de/papers/W18-2603/w18-2603","A Multi-Stage Memory Augmented Neural Network for Machine Reading Comprehension","2018-07-01"
"SAN (ensemble model)","http://arxiv.org/abs/1712.03556v2","Stochastic Answer Networks for Machine Reading Comprehension","2017-12-10"
"Reinforced Mnemonic Reader (single model)","http://arxiv.org/abs/1705.02798v6","Reinforced Mnemonic Reader for Machine Reading Comprehension","2017-05-08"
"SLQA+ (single model)","","",""
"Interactive AoA Reader+ (ensemble)","","",""
"MIR-MRC(F-Net) (single model)","","",""
"MDReader","","",""
"FusionNet (ensemble)","http://arxiv.org/abs/1711.07341v2","FusionNet: Fusing via Fully-Aware Attention with Application to Machine Comprehension","2017-11-16"
"DCN+ (ensemble)","http://arxiv.org/abs/1711.00106v2","DCN+: Mixed Objective and Deep Residual Coattention for Question Answering","2017-10-31"
"KACTEIL-MRC(GF-Net+) (single model)","","",""
"BiDAF + Self Attention + ELMo (single model)","http://arxiv.org/abs/1802.05365v2","Deep contextualized word representations","2018-02-15"
"aviqa (ensemble)","","",""
"Conductor-net (ensemble)","http://arxiv.org/abs/1710.10504v2","Phase Conductor on Multi-layered Attentions for Machine Comprehension","2017-10-28"
"KakaoNet (single model)","","",""
"SLQA(ensemble)","","",""
"MEMEN  (single model)","http://arxiv.org/abs/1707.09098v1","MEMEN: Multi-layer Embedding with Memory Networks for Machine Comprehension","2017-07-28"
"BiDAF++ with pair2vec (single model)","","",""
"MDReader0","","",""
"test","","",""
"Interactive AoA Reader (ensemble)","","",""
"DNET (single model)","","",""
"RaSoR + TR + LM (single model)","http://arxiv.org/abs/1712.03609v4","Contextualized Word Representations for Reading Comprehension","2017-12-10"
"BiDAF++ (single model)","","",""
"AttentionReader+ (single)","","",""
"Jenga (ensemble)","","",""
"{gqa} (single model)","","",""
"SAN (single model)","http://arxiv.org/abs/1712.03556v2","Stochastic Answer Networks for Machine Reading Comprehension","2017-12-10"
"VS^3-NET (single model)","","",""
"r-net (single model)","https://aclanthology.coli.uni-saarland.de/papers/P17-1018/p17-1018","Gated Self-Matching Networks for Reading Comprehension and Question Answering","2017-07-01"
"FRC (single model)","","",""
"QANet + data augmentation ×3","http://arxiv.org/abs/1804.09541v1","QANet: Combining Local Convolution with Global Self-Attention for Reading Comprehension","2018-04-23"
"Conductor-net (ensemble)","","",""
"KAR (single model)","http://arxiv.org/abs/1809.03449v1","Exploring Machine Reading Comprehension with Explicit Knowledge","2018-09-10"
"smarnet (ensemble)","","",""
"FusionNet (single model)","http://arxiv.org/abs/1711.07341v2","FusionNet: Fusing via Fully-Aware Attention with Application to Machine Comprehension","2017-11-16"
"AVIQA-v2 (single model)","","",""
"Interactive AoA Reader+ (single model)","","",""
"RaSoR + TR (single model)","http://arxiv.org/abs/1712.03609v4","Contextualized Word Representations for Reading Comprehension","2017-12-10"
"MEMEN (ensemble)","http://arxiv.org/abs/1707.09098v1","MEMEN: Multi-layer Embedding with Memory Networks for Machine Comprehension","2017-07-28"
"Mixed model (ensemble)","","",""
"two-attention-self-attention (ensemble)","","",""
"DCN+ (single model)","http://arxiv.org/abs/1711.00106v2","DCN+: Mixed Objective and Deep Residual Coattention for Question Answering","2017-10-31"
"ReasoNet (ensemble)","http://arxiv.org/abs/1609.05284v3","ReasoNet: Learning to Stop Reading in Machine Comprehension","2016-09-17"
"eeAttNet (single model)","","",""
"SSR-BiDAF","","",""
"SLQA (single model)","","",""
"Conductor-net (single model)","http://arxiv.org/abs/1710.10504v2","Phase Conductor on Multi-layered Attentions for Machine Comprehension","2017-10-28"
"Jenga (single model)","","",""
"Mnemonic Reader (ensemble)","http://arxiv.org/abs/1705.02798v6","Reinforced Mnemonic Reader for Machine Reading Comprehension","2017-05-08"
"S^3-Net (ensemble)","","",""
"SEDT (ensemble model)","http://arxiv.org/abs/1703.00572v3","Structural Embedding of Syntactic Trees for Machine Comprehension","2017-03-02"
"SSAE (ensemble)","","",""
"Multi-Perspective Matching (ensemble)","http://arxiv.org/abs/1612.04211v1","Multi-Perspective Context Matching for Machine Comprehension","2016-12-13"
"BiDAF (ensemble)","http://arxiv.org/abs/1611.01603v6","Bidirectional Attention Flow for Machine Comprehension","2016-11-05"
"SEDT+BiDAF (ensemble)","http://arxiv.org/abs/1703.00572v3","Structural Embedding of Syntactic Trees for Machine Comprehension","2017-03-02"
"Interactive AoA Reader (single model)","","",""
"Conductor-net (single)","http://arxiv.org/abs/1710.10504v2","Phase Conductor on Multi-layered Attentions for Machine Comprehension","2017-10-28"
"jNet (ensemble)","http://arxiv.org/abs/1703.04617v2","Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering","2017-03-14"
"T-gating (ensemble)","","",""
"two-attention-self-attention (single model)","","",""
"Conductor-net (single)","","",""
"AVIQA (single model)","","",""
"BiDAF + Self Attention (single model)","http://arxiv.org/abs/1710.10723v2","Simple and Effective Multi-Paragraph Reading Comprehension","2017-10-29"
"S^3-Net (single model)","","",""
"QFASE","","",""
"attention+self-attention (single model)","","",""
"Dynamic Coattention Networks (ensemble)","http://arxiv.org/abs/1611.01604v4","Dynamic Coattention Networks For Question Answering","2016-11-05"
"smarnet (single model)","http://arxiv.org/abs/1710.02772v1","Smarnet: Teaching Machines to Read and Comprehend Like Human","2017-10-08"
"SRU","http://arxiv.org/abs/1709.02755v5","Simple Recurrent Units for Highly Parallelizable Recurrence","2017-09-08"
"AttReader (single)","","",""
"DCN + Char + CoVe","http://arxiv.org/abs/1708.00107v2","Learned in Translation: Contextualized Word Vectors","2017-08-01"
"M-NET (single)","","",""
"Mnemonic Reader (single model)","http://arxiv.org/abs/1705.02798v6","Reinforced Mnemonic Reader for Machine Reading Comprehension","2017-05-08"
"MAMCN (single model)","","",""
"FastQAExt","http://arxiv.org/abs/1703.04816v3","Making Neural QA as Simple as Possible but not Simpler","2017-03-14"
"RaSoR (single model)","http://arxiv.org/abs/1611.01436v2","Learning Recurrent Span Representations for Extractive Question Answering","2016-11-04"
"Document Reader (single model)","http://arxiv.org/abs/1704.00051v2","Reading Wikipedia to Answer Open-Domain Questions","2017-03-31"
"Ruminating Reader (single model)","http://arxiv.org/abs/1704.07415v1","Ruminating Reader: Reasoning with Gated Multi-Hop Attention","2017-04-24"
"jNet (single model)","http://arxiv.org/abs/1703.04617v2","Exploring Question Understanding and Adaptation in Neural-Network-Based Question Answering","2017-03-14"
"ReasoNet (single model)","http://arxiv.org/abs/1609.05284v3","ReasoNet: Learning to Stop Reading in Machine Comprehension","2016-09-17"
"Multi-Perspective Matching (single model)","http://arxiv.org/abs/1612.04211v1","Multi-Perspective Context Matching for Machine Comprehension","2016-12-13"
"SimpleBaseline (single model)","","",""
"SEDT+BiDAF (single model)","http://arxiv.org/abs/1703.00572v3","Structural Embedding of Syntactic Trees for Machine Comprehension","2017-03-02"
"FastQA","http://arxiv.org/abs/1703.04816v3","Making Neural QA as Simple as Possible but not Simpler","2017-03-14"
"PQMN (single model)","","",""
"SEDT (single model)","http://arxiv.org/abs/1703.00572v3","Structural Embedding of Syntactic Trees for Machine Comprehension","2017-03-02"
"T-gating (single model)","","",""
"BiDAF (single model)","http://arxiv.org/abs/1611.01603v6","Bidirectional Attention Flow for Machine Comprehension","2016-11-05"
"Match-LSTM with Ans-Ptr (Boundary) (ensemble)","http://arxiv.org/abs/1608.07905v2","Machine Comprehension Using Match-LSTM and Answer Pointer","2016-08-29"
"FABIR","http://arxiv.org/abs/1810.09580v1","A Fully Attention-Based Information Retriever","2018-10-22"
"AllenNLP BiDAF (single model)","","",""
"Iterative Co-attention Network","","",""
"newtest","","",""
"Dynamic Coattention Networks (single model)","http://arxiv.org/abs/1611.01604v4","Dynamic Coattention Networks For Question Answering","2016-11-05"
"Match-LSTM with Bi-Ans-Ptr (Boundary)","http://arxiv.org/abs/1608.07905v2","Machine Comprehension Using Match-LSTM and Answer Pointer","2016-08-29"
"Unnamed submission by ravioncodalab","","",""
